,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal_(Y/N),Time,Species,original_order,Continent
6232,,,Invalid,usa,Hawaii,"Portlock, Oahu",Diving,M,27.32,,,Lemon shark,71.0,North_America
6233,,,Unprovoked,usa,Florida,"Mosquito Inlet (Ponce Inlet), Volusia County",On_boat,M,27.32,Y,,Unespcific,70.0,North_America
6234,,,Unprovoked,mediterranean sea,,,,M,27.32,Y,,Unespcific,69.0,Unknown
6235,,,Unprovoked,australia,Torres Strait,,Diving,M,27.32,N,,Unespcific,68.0,Oceania
6236,,,Unprovoked,australia,Western Australia,Cossack Creek,Diving,M,27.32,N,,Unespcific,67.0,Oceania
6237,,,Unprovoked,singapore,,"Keppel Harbor,  2 miles from Singapore city center",Swim,F,27.32,N,,Unespcific,66.0,Unknown
6238,,,Unprovoked,fiji,,,Fish,M,27.0,N,,Unespcific,65.0,Oceania
6239,,,Unprovoked,mozambique,Maputo Province,Santa Maria Peninsula,Diving,M,36.0,N,,Unespcific,64.0,Unknown
6240,,,Unprovoked,seychelles,Amirante Islands,Marie Louise Island,Swim,M,27.32,Y,,Tiger shark,63.0,Unknown
6241,,,Unprovoked,iraq,Basrah,Shatt-al-Arab River,Fish,M,25.0,N,afternoon,Unespcific,62.0,Unknown
6242,,,Unprovoked,iraq,Basrah,Shatt-al-Arab River ,Swim,M,6.0,N,afternoon,Lemon shark,61.0,Unknown
6243,,,Unprovoked,iraq,Basrah,Shatt-al-Arab River near Abu al Khasib,Swim,M,16.0,N,afternoon,Lemon shark,60.0,Unknown
6244,,,Unprovoked,bahamas,Andros Islands,,,M,27.32,N,,White shark,59.0,Central_America
6245,Jun,,Unprovoked,usa,California,"Capistrano, Orange County",,F,27.32,N,,White shark,58.0,North_America
6246,Apr,,Unprovoked,bermuda,Paget,Paget Parish,Fish,M,27.32,N,,Unespcific,57.0,Unknown
6247,,,Unprovoked,fiji,Kadavu Island Group,"18.8S, 178.25E",Fish,F,27.32,N,,Unespcific,56.0,Oceania
6248,,,Unprovoked,madagascar,Toamasina Province,Tamatave,Swim,M,27.32,Y,,Unespcific,55.0,Unknown
6249,,,Unprovoked,usa,Florida,"Palm Beach, Palm Beach County",Seashore,M,27.32,N,,Unespcific,54.0,North_America
6250,,,Provoked,bahamas,Andros Islands,Middle Bight,Diving,M,27.32,N,,Unespcific,53.0,Central_America
6251,,,Unprovoked,indonesia,Riau Province,"Natuna Islands, between Sumatra & Kalimantan in the South China Sea",Swim,M,27.32,Y,,Unespcific,52.0,Unknown
6252,,,Unprovoked,india,Maharashtra,"Malwan, near Ratnagiri",,M,27.32,Y,,Unespcific,51.0,Unknown
6253,,,Unprovoked,nicaragua,Lake Nicaragua (fresh water),A village  north of San Carlos,Rare_act.,M,27.32,Y,,Tiger shark,50.0,Unknown
6254,,,Provoked,cuba,Havana Province,Cojimar,Fish,M,50.0,Y,,Unespcific,49.0,Unknown
6255,,,Unprovoked,marshall islands,Bikini Atoll,,Swim,M,27.32,N,,Unespcific,48.0,Unknown
6256,,,Unprovoked,kiribati,Phoenix Islands,Canton Island,Diving,M,27.32,N,,Unespcific,47.0,Unknown
6257,Mar,,Unprovoked,north pacific ocean,,Wake Island,Fish,M,27.32,N,,Unespcific,46.0,Unknown
6258,,,Unprovoked,kiribati,Gilbert Islands,Nonouti,,M,27.32,Y,,Unespcific,45.0,Unknown
6259,,,Sea Disaster,,,,Rare_act.,M,27.32,Y,afternoon,Unespcific,44.0,Unknown
6260,,,Unprovoked,solomon islands,New Georgia,"Munda Island, Roviana Lagoon",Swim,M,27.32,N,,Unespcific,43.0,Unknown
6261,,,Unprovoked,australia,Torres Strait,Thursday Island?,Diving,M,27.32,N,,Unespcific,42.0,Oceania
6262,,,Unprovoked,iran,Khuzestan Province,"Ahvaz, on the Karun River",Fish,M,27.32,Y,,Unespcific,41.0,Unknown
6263,,,Unprovoked,iran,Khuzestan Province,"Ahvaz, on the Karun River",,M,27.32,Y,,Unespcific,40.0,Unknown
6264,,,Unprovoked,iran,Khuzestan Province,"Ahvaz, on the Karun River",Rare_act.,M,27.32,Y,,Unespcific,39.0,Unknown
6265,,,Unprovoked,iraq,Basrah,Shatt-el Arab River near a small boat stand,Swim,M,13.0,Y,afternoon,Lemon shark,38.0,Unknown
6266,,,Unprovoked,saudi arabia,Eastern Province,East of the Ras Tanura-Jubail area ,Diving,M,27.32,Y,,Tiger shark,37.0,Unknown
6267,,,Unprovoked,saudi arabia,Eastern Province,East of the Ras Tanura-Jubail area ,Diving,M,27.32,N,,Unespcific,36.0,Unknown
6268,,,Unprovoked,saudi arabia,Eastern Province,East of the Ras Tanura-Jubail area ,Diving,M,27.32,N,,Unespcific,35.0,Unknown
6269,,,Sea Disaster,pacific ocean,,,,M,27.32,Y,,Unespcific,34.0,Unknown
6270,,,Provoked,burma,,,Rare_act.,M,27.32,N,,Unespcific,33.0,Unknown
6271,War,,Sea Disaster,papua new guinea,Between New Ireland & New Britain,St. Georges Channel,Rare_act.,M,27.32,N,,Unespcific,32.0,Oceania
6272,War,,Sea Disaster,papua new guinea,Madang Province,Off Lae,Swim,M,27.32,N,,Unespcific,31.0,Oceania
6273,,,Unprovoked,burma,,,Swim,M,27.32,Y,,Unespcific,30.0,Unknown
6274,,,Boat,italy,Adriatic Sea,,Fish,M,27.32,N,,White shark,29.0,Europe
6275,,,Unprovoked,greece,Dodecanese Islands,Symi Island,Diving,M,27.32,N,,Unespcific,28.0,Unknown
6276,,,Unprovoked,belize,,,Seashore,M,16.0,Y,,Tiger shark,27.0,Unknown
6277,,,Unprovoked,australia,New South Wales,"Spectacle Island, Port Jackson",,M,27.32,,,Unespcific,26.0,Oceania
6278,,,Unprovoked,reunion,Saint-Denis,Barachois,Swim,F,27.32,Y,,Unespcific,25.0,Africa
6279,,,Unprovoked,south africa,Western Cape Province,Arniston,Seashore,F,27.32,N,,Unespcific,24.0,Africa
6280,,,Unprovoked,australia,,,Diving,M,27.32,N,,Unespcific,23.0,Oceania
6281,,,Unprovoked,south africa,KwaZulu-Natal,Durban ,Swim,M,27.32,Y,,Unespcific,22.0,Africa
6282,,,Unprovoked,australia,Queensland,Great Barrier Reef,,M,27.32,Y,,Unespcific,21.0,Oceania
6283,,,Unprovoked,usa,Florida,"Gadsden Point, Tampa Bay",Fish,M,27.32,N,,Unespcific,20.0,North_America
6284,,,Unprovoked,vietnam,Ba Ria-Vung Tau  Province,V?ng Tàu,Swim,M,27.32,N,,Unespcific,19.0,Unknown
6285,,,Unprovoked,south africa,KwaZulu-Natal,Durban ,Swim,M,27.32,Y,,Unespcific,18.0,Africa
6286,,,Unprovoked,south africa,KwaZulu-Natal,Durban,Rare_act.,M,27.32,Y,,Unespcific,17.0,Africa
6287,,,Unprovoked,fiji,Moala Island,,Rare_act.,M,27.32,Y,,Unespcific,16.0,Oceania
6288,Jul,,Unprovoked,usa,North Carolina ,Somewhere between Hatteras and Beaufort,Swim,M,27.32,N,,Unespcific,15.0,North_America
6289,Jul,,Unprovoked,south africa,KwaZulu-Natal,Durban,Fish,M,27.32,Y,,Unespcific,14.0,Africa
6290,Jul,,Unprovoked,south africa,KwaZulu-Natal,Durban,Seashore,M,27.32,Y,,Unespcific,13.0,Africa
6291,,,Unprovoked,asia?,,,Swim,M,27.32,N,,Unespcific,12.0,Unknown
6292,,,Unprovoked,usa,Hawaii,Puna,,F,27.32,N,,Unespcific,11.0,North_America
6293,,,Unprovoked,australia,,,Fish,M,27.32,Y,,Tiger shark,10.0,Oceania
6294,,,Unprovoked,australia,,,Fish,M,27.32,Y,,Tiger shark,9.0,Oceania
6295,,,Unprovoked,australia,,,Fish,M,27.32,Y,,Tiger shark,8.0,Oceania
6296,,,Unprovoked,australia,New South Wales,            ,Swim,M,27.32,Y,,Tiger shark,7.0,Oceania
6297,,,Unprovoked,australia,Western Australia,Roebuck Bay,Diving,M,27.32,Y,,Unespcific,6.0,Oceania
6298,,,Unprovoked,australia,Western Australia,,Diving,M,27.32,Y,,Unespcific,5.0,Oceania
6299,,,Unprovoked,usa,North Carolina,Ocracoke Inlet,Swim,M,27.32,Y,,Unespcific,4.0,North_America
6300,,,Unprovoked,panama,,"Panama Bay 8ºN, 79ºW",,M,27.32,Y,,Unespcific,3.0,Unknown
6301,,,Unprovoked,ceylon (sri lanka),Eastern Province,"Below the English fort, Trincomalee",Swim,M,15.0,Y,,Unespcific,2.0,Unknown
6302,,,,,,,,F,27.32,,,Unespcific,6304.0,Unknown
6303,,,,,,,,F,27.32,,,Unespcific,6305.0,Unknown
6304,,,,,,,,F,27.32,,,Unespcific,6306.0,Unknown
6305,,,,,,,,M,27.32,,,Unespcific,6307.0,Unknown
6306,,,,,,,,M,27.32,,,Unespcific,6308.0,Unknown
6307,,,,,,,,F,27.32,,,Unespcific,6309.0,Unknown
6308,,,,,,,,M,27.32,,,Unespcific,6310.0,Unknown
6309,,,,,,,,F,27.32,,,Unespcific,,Unknown
6310,,,,,,,,M,27.32,,,Unespcific,,Unknown
6311,,,,,,,,F,27.32,,,Unespcific,,Unknown
6312,,,,,,,,M,27.32,,,Unespcific,,Unknown
6313,,,,,,,,F,27.32,,,Unespcific,,Unknown
6314,,,,,,,,F,27.32,,,Unespcific,,Unknown
6315,,,,,,,,F,27.32,,,Unespcific,,Unknown
6316,,,,,,,,F,27.32,,,Unespcific,,Unknown
6317,,,,,,,,F,27.32,,,Unespcific,,Unknown
6318,,,,,,,,M,27.32,,,Unespcific,,Unknown
6319,,,,,,,,M,27.32,,,Unespcific,,Unknown
6320,,,,,,,,M,27.32,,,Unespcific,,Unknown
6321,,,,,,,,F,27.32,,,Unespcific,,Unknown
6322,,,,,,,,M,27.32,,,Unespcific,,Unknown
6323,,,,,,,,F,27.32,,,Unespcific,,Unknown
6324,,,,,,,,F,27.32,,,Unespcific,,Unknown
6325,,,,,,,,F,27.32,,,Unespcific,,Unknown
6326,,,,,,,,F,27.32,,,Unespcific,,Unknown
6327,,,,,,,,F,27.32,,,Unespcific,,Unknown
6328,,,,,,,,F,27.32,,,Unespcific,,Unknown
6329,,,,,,,,M,27.32,,,Unespcific,,Unknown
6330,,,,,,,,F,27.32,,,Unespcific,,Unknown
6331,,,,,,,,F,27.32,,,Unespcific,,Unknown
6332,,,,,,,,F,27.32,,,Unespcific,,Unknown
6333,,,,,,,,F,27.32,,,Unespcific,,Unknown
6334,,,,,,,,F,27.32,,,Unespcific,,Unknown
6335,,,,,,,,M,27.32,,,Unespcific,,Unknown
6336,,,,,,,,F,27.32,,,Unespcific,,Unknown
6337,,,,,,,,F,27.32,,,Unespcific,,Unknown
6338,,,,,,,,M,27.32,,,Unespcific,,Unknown
6339,,,,,,,,F,27.32,,,Unespcific,,Unknown
6340,,,,,,,,F,27.32,,,Unespcific,,Unknown
6341,,,,,,,,F,27.32,,,Unespcific,,Unknown
6342,,,,,,,,M,27.32,,,Unespcific,,Unknown
6343,,,,,,,,M,27.32,,,Unespcific,,Unknown
6344,,,,,,,,M,27.32,,,Unespcific,,Unknown
6345,,,,,,,,M,27.32,,,Unespcific,,Unknown
6346,,,,,,,,F,27.32,,,Unespcific,,Unknown
6347,,,,,,,,F,27.32,,,Unespcific,,Unknown
6348,,,,,,,,M,27.32,,,Unespcific,,Unknown
6349,,,,,,,,M,27.32,,,Unespcific,,Unknown
6350,,,,,,,,F,27.32,,,Unespcific,,Unknown
6351,,,,,,,,F,27.32,,,Unespcific,,Unknown
6352,,,,,,,,M,27.32,,,Unespcific,,Unknown
6353,,,,,,,,M,27.32,,,Unespcific,,Unknown
6354,,,,,,,,F,27.32,,,Unespcific,,Unknown
6355,,,,,,,,F,27.32,,,Unespcific,,Unknown
6356,,,,,,,,M,27.32,,,Unespcific,,Unknown
6357,,,,,,,,F,27.32,,,Unespcific,,Unknown
6358,,,,,,,,M,27.32,,,Unespcific,,Unknown
6359,,,,,,,,F,27.32,,,Unespcific,,Unknown
6360,,,,,,,,F,27.32,,,Unespcific,,Unknown
6361,,,,,,,,M,27.32,,,Unespcific,,Unknown
6362,,,,,,,,F,27.32,,,Unespcific,,Unknown
6363,,,,,,,,F,27.32,,,Unespcific,,Unknown
6364,,,,,,,,F,27.32,,,Unespcific,,Unknown
6365,,,,,,,,F,27.32,,,Unespcific,,Unknown
6366,,,,,,,,F,27.32,,,Unespcific,,Unknown
6367,,,,,,,,M,27.32,,,Unespcific,,Unknown
6368,,,,,,,,M,27.32,,,Unespcific,,Unknown
6369,,,,,,,,M,27.32,,,Unespcific,,Unknown
6370,,,,,,,,F,27.32,,,Unespcific,,Unknown
6371,,,,,,,,F,27.32,,,Unespcific,,Unknown
6372,,,,,,,,F,27.32,,,Unespcific,,Unknown
6373,,,,,,,,F,27.32,,,Unespcific,,Unknown
6374,,,,,,,,M,27.32,,,Unespcific,,Unknown
6375,,,,,,,,M,27.32,,,Unespcific,,Unknown
6376,,,,,,,,M,27.32,,,Unespcific,,Unknown
6377,,,,,,,,M,27.32,,,Unespcific,,Unknown
6378,,,,,,,,M,27.32,,,Unespcific,,Unknown
6379,,,,,,,,M,27.32,,,Unespcific,,Unknown
6380,,,,,,,,F,27.32,,,Unespcific,,Unknown
6381,,,,,,,,M,27.32,,,Unespcific,,Unknown
6382,,,,,,,,M,27.32,,,Unespcific,,Unknown
6383,,,,,,,,M,27.32,,,Unespcific,,Unknown
6384,,,,,,,,M,27.32,,,Unespcific,,Unknown
6385,,,,,,,,F,27.32,,,Unespcific,,Unknown
6386,,,,,,,,F,27.32,,,Unespcific,,Unknown
6387,,,,,,,,M,27.32,,,Unespcific,,Unknown
6388,,,,,,,,F,27.32,,,Unespcific,,Unknown
6389,,,,,,,,M,27.32,,,Unespcific,,Unknown
6390,,,,,,,,F,27.32,,,Unespcific,,Unknown
6391,,,,,,,,M,27.32,,,Unespcific,,Unknown
6392,,,,,,,,M,27.32,,,Unespcific,,Unknown
6393,,,,,,,,M,27.32,,,Unespcific,,Unknown
6394,,,,,,,,F,27.32,,,Unespcific,,Unknown
6395,,,,,,,,M,27.32,,,Unespcific,,Unknown
6396,,,,,,,,F,27.32,,,Unespcific,,Unknown
6397,,,,,,,,M,27.32,,,Unespcific,,Unknown
6398,,,,,,,,F,27.32,,,Unespcific,,Unknown
6399,,,,,,,,F,27.32,,,Unespcific,,Unknown
6400,,,,,,,,M,27.32,,,Unespcific,,Unknown
6401,,,,,,,,M,27.32,,,Unespcific,,Unknown
6402,,,,,,,,M,27.32,,,Unespcific,,Unknown
6403,,,,,,,,F,27.32,,,Unespcific,,Unknown
6404,,,,,,,,F,27.32,,,Unespcific,,Unknown
6405,,,,,,,,M,27.32,,,Unespcific,,Unknown
6406,,,,,,,,M,27.32,,,Unespcific,,Unknown
6407,,,,,,,,F,27.32,,,Unespcific,,Unknown
6408,,,,,,,,F,27.32,,,Unespcific,,Unknown
6409,,,,,,,,F,27.32,,,Unespcific,,Unknown
6410,,,,,,,,F,27.32,,,Unespcific,,Unknown
6411,,,,,,,,F,27.32,,,Unespcific,,Unknown
6412,,,,,,,,F,27.32,,,Unespcific,,Unknown
6413,,,,,,,,M,27.32,,,Unespcific,,Unknown
6414,,,,,,,,M,27.32,,,Unespcific,,Unknown
6415,,,,,,,,F,27.32,,,Unespcific,,Unknown
6416,,,,,,,,M,27.32,,,Unespcific,,Unknown
6417,,,,,,,,M,27.32,,,Unespcific,,Unknown
6418,,,,,,,,M,27.32,,,Unespcific,,Unknown
6419,,,,,,,,F,27.32,,,Unespcific,,Unknown
6420,,,,,,,,F,27.32,,,Unespcific,,Unknown
6421,,,,,,,,F,27.32,,,Unespcific,,Unknown
6422,,,,,,,,M,27.32,,,Unespcific,,Unknown
6423,,,,,,,,M,27.32,,,Unespcific,,Unknown
6424,,,,,,,,F,27.32,,,Unespcific,,Unknown
6425,,,,,,,,F,27.32,,,Unespcific,,Unknown
6426,,,,,,,,F,27.32,,,Unespcific,,Unknown
6427,,,,,,,,F,27.32,,,Unespcific,,Unknown
6428,,,,,,,,F,27.32,,,Unespcific,,Unknown
6429,,,,,,,,M,27.32,,,Unespcific,,Unknown
6430,,,,,,,,M,27.32,,,Unespcific,,Unknown
6431,,,,,,,,M,27.32,,,Unespcific,,Unknown
6432,,,,,,,,M,27.32,,,Unespcific,,Unknown
6433,,,,,,,,M,27.32,,,Unespcific,,Unknown
6434,,,,,,,,F,27.32,,,Unespcific,,Unknown
6435,,,,,,,,M,27.32,,,Unespcific,,Unknown
6436,,,,,,,,F,27.32,,,Unespcific,,Unknown
6437,,,,,,,,F,27.32,,,Unespcific,,Unknown
6438,,,,,,,,M,27.32,,,Unespcific,,Unknown
6439,,,,,,,,M,27.32,,,Unespcific,,Unknown
6440,,,,,,,,F,27.32,,,Unespcific,,Unknown
6441,,,,,,,,F,27.32,,,Unespcific,,Unknown
6442,,,,,,,,F,27.32,,,Unespcific,,Unknown
6443,,,,,,,,M,27.32,,,Unespcific,,Unknown
6444,,,,,,,,M,27.32,,,Unespcific,,Unknown
6445,,,,,,,,F,27.32,,,Unespcific,,Unknown
6446,,,,,,,,F,27.32,,,Unespcific,,Unknown
6447,,,,,,,,F,27.32,,,Unespcific,,Unknown
6448,,,,,,,,F,27.32,,,Unespcific,,Unknown
6449,,,,,,,,M,27.32,,,Unespcific,,Unknown
6450,,,,,,,,F,27.32,,,Unespcific,,Unknown
6451,,,,,,,,F,27.32,,,Unespcific,,Unknown
6452,,,,,,,,M,27.32,,,Unespcific,,Unknown
6453,,,,,,,,M,27.32,,,Unespcific,,Unknown
6454,,,,,,,,M,27.32,,,Unespcific,,Unknown
6455,,,,,,,,F,27.32,,,Unespcific,,Unknown
6456,,,,,,,,F,27.32,,,Unespcific,,Unknown
6457,,,,,,,,M,27.32,,,Unespcific,,Unknown
6458,,,,,,,,F,27.32,,,Unespcific,,Unknown
6459,,,,,,,,M,27.32,,,Unespcific,,Unknown
6460,,,,,,,,M,27.32,,,Unespcific,,Unknown
6461,,,,,,,,M,27.32,,,Unespcific,,Unknown
6462,,,,,,,,F,27.32,,,Unespcific,,Unknown
6463,,,,,,,,F,27.32,,,Unespcific,,Unknown
6464,,,,,,,,F,27.32,,,Unespcific,,Unknown
6465,,,,,,,,M,27.32,,,Unespcific,,Unknown
6466,,,,,,,,M,27.32,,,Unespcific,,Unknown
6467,,,,,,,,F,27.32,,,Unespcific,,Unknown
6468,,,,,,,,F,27.32,,,Unespcific,,Unknown
6469,,,,,,,,M,27.32,,,Unespcific,,Unknown
6470,,,,,,,,M,27.32,,,Unespcific,,Unknown
6471,,,,,,,,F,27.32,,,Unespcific,,Unknown
6472,,,,,,,,F,27.32,,,Unespcific,,Unknown
6473,,,,,,,,F,27.32,,,Unespcific,,Unknown
6474,,,,,,,,M,27.32,,,Unespcific,,Unknown
6475,,,,,,,,M,27.32,,,Unespcific,,Unknown
6476,,,,,,,,F,27.32,,,Unespcific,,Unknown
6477,,,,,,,,M,27.32,,,Unespcific,,Unknown
6478,,,,,,,,F,27.32,,,Unespcific,,Unknown
6479,,,,,,,,M,27.32,,,Unespcific,,Unknown
6480,,,,,,,,F,27.32,,,Unespcific,,Unknown
6481,,,,,,,,M,27.32,,,Unespcific,,Unknown
6482,,,,,,,,F,27.32,,,Unespcific,,Unknown
6483,,,,,,,,M,27.32,,,Unespcific,,Unknown
6484,,,,,,,,M,27.32,,,Unespcific,,Unknown
6485,,,,,,,,M,27.32,,,Unespcific,,Unknown
6486,,,,,,,,F,27.32,,,Unespcific,,Unknown
6487,,,,,,,,M,27.32,,,Unespcific,,Unknown
6488,,,,,,,,F,27.32,,,Unespcific,,Unknown
6489,,,,,,,,M,27.32,,,Unespcific,,Unknown
6490,,,,,,,,M,27.32,,,Unespcific,,Unknown
6491,,,,,,,,F,27.32,,,Unespcific,,Unknown
6492,,,,,,,,M,27.32,,,Unespcific,,Unknown
6493,,,,,,,,M,27.32,,,Unespcific,,Unknown
6494,,,,,,,,F,27.32,,,Unespcific,,Unknown
6495,,,,,,,,M,27.32,,,Unespcific,,Unknown
6496,,,,,,,,F,27.32,,,Unespcific,,Unknown
6497,,,,,,,,F,27.32,,,Unespcific,,Unknown
6498,,,,,,,,F,27.32,,,Unespcific,,Unknown
6499,,,,,,,,M,27.32,,,Unespcific,,Unknown
6500,,,,,,,,M,27.32,,,Unespcific,,Unknown
6501,,,,,,,,F,27.32,,,Unespcific,,Unknown
6502,,,,,,,,F,27.32,,,Unespcific,,Unknown
6503,,,,,,,,F,27.32,,,Unespcific,,Unknown
6504,,,,,,,,M,27.32,,,Unespcific,,Unknown
6505,,,,,,,,F,27.32,,,Unespcific,,Unknown
6506,,,,,,,,F,27.32,,,Unespcific,,Unknown
6507,,,,,,,,F,27.32,,,Unespcific,,Unknown
6508,,,,,,,,M,27.32,,,Unespcific,,Unknown
6509,,,,,,,,M,27.32,,,Unespcific,,Unknown
6510,,,,,,,,F,27.32,,,Unespcific,,Unknown
6511,,,,,,,,M,27.32,,,Unespcific,,Unknown
6512,,,,,,,,F,27.32,,,Unespcific,,Unknown
6513,,,,,,,,M,27.32,,,Unespcific,,Unknown
6514,,,,,,,,F,27.32,,,Unespcific,,Unknown
6515,,,,,,,,M,27.32,,,Unespcific,,Unknown
6516,,,,,,,,M,27.32,,,Unespcific,,Unknown
6517,,,,,,,,M,27.32,,,Unespcific,,Unknown
6518,,,,,,,,M,27.32,,,Unespcific,,Unknown
6519,,,,,,,,F,27.32,,,Unespcific,,Unknown
6520,,,,,,,,M,27.32,,,Unespcific,,Unknown
6521,,,,,,,,M,27.32,,,Unespcific,,Unknown
6522,,,,,,,,M,27.32,,,Unespcific,,Unknown
6523,,,,,,,,M,27.32,,,Unespcific,,Unknown
6524,,,,,,,,F,27.32,,,Unespcific,,Unknown
6525,,,,,,,,M,27.32,,,Unespcific,,Unknown
6526,,,,,,,,M,27.32,,,Unespcific,,Unknown
6527,,,,,,,,M,27.32,,,Unespcific,,Unknown
6528,,,,,,,,F,27.32,,,Unespcific,,Unknown
6529,,,,,,,,M,27.32,,,Unespcific,,Unknown
6530,,,,,,,,F,27.32,,,Unespcific,,Unknown
6531,,,,,,,,M,27.32,,,Unespcific,,Unknown
6532,,,,,,,,F,27.32,,,Unespcific,,Unknown
6533,,,,,,,,F,27.32,,,Unespcific,,Unknown
6534,,,,,,,,M,27.32,,,Unespcific,,Unknown
6535,,,,,,,,M,27.32,,,Unespcific,,Unknown
6536,,,,,,,,M,27.32,,,Unespcific,,Unknown
6537,,,,,,,,F,27.32,,,Unespcific,,Unknown
6538,,,,,,,,F,27.32,,,Unespcific,,Unknown
6539,,,,,,,,M,27.32,,,Unespcific,,Unknown
6540,,,,,,,,M,27.32,,,Unespcific,,Unknown
6541,,,,,,,,F,27.32,,,Unespcific,,Unknown
6542,,,,,,,,M,27.32,,,Unespcific,,Unknown
6543,,,,,,,,F,27.32,,,Unespcific,,Unknown
6544,,,,,,,,F,27.32,,,Unespcific,,Unknown
6545,,,,,,,,M,27.32,,,Unespcific,,Unknown
6546,,,,,,,,M,27.32,,,Unespcific,,Unknown
6547,,,,,,,,F,27.32,,,Unespcific,,Unknown
6548,,,,,,,,M,27.32,,,Unespcific,,Unknown
6549,,,,,,,,F,27.32,,,Unespcific,,Unknown
6550,,,,,,,,M,27.32,,,Unespcific,,Unknown
6551,,,,,,,,M,27.32,,,Unespcific,,Unknown
6552,,,,,,,,M,27.32,,,Unespcific,,Unknown
6553,,,,,,,,M,27.32,,,Unespcific,,Unknown
6554,,,,,,,,M,27.32,,,Unespcific,,Unknown
6555,,,,,,,,M,27.32,,,Unespcific,,Unknown
6556,,,,,,,,F,27.32,,,Unespcific,,Unknown
6557,,,,,,,,M,27.32,,,Unespcific,,Unknown
6558,,,,,,,,M,27.32,,,Unespcific,,Unknown
6559,,,,,,,,F,27.32,,,Unespcific,,Unknown
6560,,,,,,,,F,27.32,,,Unespcific,,Unknown
6561,,,,,,,,M,27.32,,,Unespcific,,Unknown
6562,,,,,,,,F,27.32,,,Unespcific,,Unknown
6563,,,,,,,,M,27.32,,,Unespcific,,Unknown
6564,,,,,,,,F,27.32,,,Unespcific,,Unknown
6565,,,,,,,,M,27.32,,,Unespcific,,Unknown
6566,,,,,,,,M,27.32,,,Unespcific,,Unknown
6567,,,,,,,,M,27.32,,,Unespcific,,Unknown
6568,,,,,,,,M,27.32,,,Unespcific,,Unknown
6569,,,,,,,,M,27.32,,,Unespcific,,Unknown
6570,,,,,,,,F,27.32,,,Unespcific,,Unknown
6571,,,,,,,,F,27.32,,,Unespcific,,Unknown
6572,,,,,,,,M,27.32,,,Unespcific,,Unknown
6573,,,,,,,,M,27.32,,,Unespcific,,Unknown
6574,,,,,,,,F,27.32,,,Unespcific,,Unknown
6575,,,,,,,,F,27.32,,,Unespcific,,Unknown
6576,,,,,,,,F,27.32,,,Unespcific,,Unknown
6577,,,,,,,,F,27.32,,,Unespcific,,Unknown
6578,,,,,,,,F,27.32,,,Unespcific,,Unknown
6579,,,,,,,,F,27.32,,,Unespcific,,Unknown
6580,,,,,,,,M,27.32,,,Unespcific,,Unknown
6581,,,,,,,,F,27.32,,,Unespcific,,Unknown
6582,,,,,,,,M,27.32,,,Unespcific,,Unknown
6583,,,,,,,,M,27.32,,,Unespcific,,Unknown
6584,,,,,,,,F,27.32,,,Unespcific,,Unknown
6585,,,,,,,,M,27.32,,,Unespcific,,Unknown
6586,,,,,,,,F,27.32,,,Unespcific,,Unknown
6587,,,,,,,,F,27.32,,,Unespcific,,Unknown
6588,,,,,,,,F,27.32,,,Unespcific,,Unknown
6589,,,,,,,,F,27.32,,,Unespcific,,Unknown
6590,,,,,,,,M,27.32,,,Unespcific,,Unknown
6591,,,,,,,,F,27.32,,,Unespcific,,Unknown
6592,,,,,,,,F,27.32,,,Unespcific,,Unknown
6593,,,,,,,,M,27.32,,,Unespcific,,Unknown
6594,,,,,,,,M,27.32,,,Unespcific,,Unknown
6595,,,,,,,,M,27.32,,,Unespcific,,Unknown
6596,,,,,,,,F,27.32,,,Unespcific,,Unknown
6597,,,,,,,,F,27.32,,,Unespcific,,Unknown
6598,,,,,,,,F,27.32,,,Unespcific,,Unknown
6599,,,,,,,,M,27.32,,,Unespcific,,Unknown
6600,,,,,,,,M,27.32,,,Unespcific,,Unknown
6601,,,,,,,,F,27.32,,,Unespcific,,Unknown
6602,,,,,,,,M,27.32,,,Unespcific,,Unknown
6603,,,,,,,,M,27.32,,,Unespcific,,Unknown
6604,,,,,,,,M,27.32,,,Unespcific,,Unknown
6605,,,,,,,,F,27.32,,,Unespcific,,Unknown
6606,,,,,,,,M,27.32,,,Unespcific,,Unknown
6607,,,,,,,,M,27.32,,,Unespcific,,Unknown
6608,,,,,,,,M,27.32,,,Unespcific,,Unknown
6609,,,,,,,,M,27.32,,,Unespcific,,Unknown
6610,,,,,,,,M,27.32,,,Unespcific,,Unknown
6611,,,,,,,,M,27.32,,,Unespcific,,Unknown
6612,,,,,,,,M,27.32,,,Unespcific,,Unknown
6613,,,,,,,,F,27.32,,,Unespcific,,Unknown
6614,,,,,,,,M,27.32,,,Unespcific,,Unknown
6615,,,,,,,,M,27.32,,,Unespcific,,Unknown
6616,,,,,,,,F,27.32,,,Unespcific,,Unknown
6617,,,,,,,,M,27.32,,,Unespcific,,Unknown
6618,,,,,,,,M,27.32,,,Unespcific,,Unknown
6619,,,,,,,,M,27.32,,,Unespcific,,Unknown
6620,,,,,,,,M,27.32,,,Unespcific,,Unknown
6621,,,,,,,,F,27.32,,,Unespcific,,Unknown
6622,,,,,,,,F,27.32,,,Unespcific,,Unknown
6623,,,,,,,,M,27.32,,,Unespcific,,Unknown
6624,,,,,,,,F,27.32,,,Unespcific,,Unknown
6625,,,,,,,,F,27.32,,,Unespcific,,Unknown
